romeo_id	publisher_name	publisher_alias	link_type	link_url
1618	Oxford University Press (OUP)	Policy K - Oxford Open Option E	Policy K	http://www.oxfordjournals.org/en/access-purchase/rights-and-permissions/self-archiving-policyk.html
1618	Oxford University Press (OUP)	Policy K - Oxford Open Option E	publication rights	http://www.oxfordjournals.org/access_purchase/publication_rights.html
1618	Oxford University Press (OUP)	Policy K - Oxford Open Option E	NIH policy	http://www.oxfordjournals.org/news/2008/08/04/nih_deposits.html
1618	Oxford University Press (OUP)	Policy K - Oxford Open Option E	Other funding agencies	http://www.oxfordjournals.org/for_authors/repositories.html
1118	Oxford University Press (OUP)	Policy L	Policy	https://academic.oup.com/journals/pages/access_purchase/rights_and_permissions/self_archiving_policy_l
1119	Oxford University Press (OUP)	Policy M	Policy	http://www.oxfordjournals.org/en/access-purchase/rights-and-permissions/self-archiving-policym.html
1121	Oxford University Press (OUP)	Policy N	Policy	http://www.oxfordjournals.org/en/access-purchase/rights-and-permissions/self-archiving-policyn.html
1336	Oxford University Press (OUP)	Policy P	Policy	http://www.oxfordjournals.org/en/access-purchase/rights-and-permissions/self-archiving-policyp.html
1530	Oxford University Press (OUP)	Policy P - Oxford Open Option A	Policy	http://www.oxfordjournals.org/en/access-purchase/rights-and-permissions/self-archiving-policyp.html
1337	Oxford University Press (OUP)	Policy Q	Policy	http://www.oxfordjournals.org/en/access-purchase/rights-and-permissions/self-archiving-policyq.html
1632	Oxford University Press (OUP)	Policy R - Oxford Open D - RCUK	Policy R	http://www.oxfordjournals.org/access_purchase/self-archiving_policyr.htmll
1632	Oxford University Press (OUP)	Policy R - Oxford Open D - RCUK	publication rights	http://www.oxfordjournals.org/access_purchase/publication_rights.html
1632	Oxford University Press (OUP)	Policy R - Oxford Open D - RCUK	NIH policy	http://www.oxfordjournals.org/news/2008/08/04/nih_deposits.html
1632	Oxford University Press (OUP)	Policy R - Oxford Open D - RCUK	Other funding agencies	http://www.oxfordjournals.org/for_authors/repositories.html
1635	Oxford University Press (OUP)	Policy R - Oxford Open Option D	Policy R	http://www.oxfordjournals.org/access_purchase/self-archiving_policyr.htmll
1635	Oxford University Press (OUP)	Policy R - Oxford Open Option D	publication rights	http://www.oxfordjournals.org/access_purchase/publication_rights.html
1635	Oxford University Press (OUP)	Policy R - Oxford Open Option D	NIH policy	http://www.oxfordjournals.org/news/2008/08/04/nih_deposits.html
1635	Oxford University Press (OUP)	Policy R - Oxford Open Option D	Other funding agencies	http://www.oxfordjournals.org/for_authors/repositories.html
2091	National Inquiry Services Centre (NISC)	18 month embargo	Policy	http://www.nisc.co.za/openaccess
1792	Manchester University Press	Cahiers Élisabéthains	Policy	http://www.manchesteruniversitypress.co.uk/cgi-bin/scribe?showgroup=ig06
2754	Manchester University Press	Creative Commons Attribution Non-Commercial No Derivatives License	Example Policy	http://jbr.openlibrary.manchester.ac.uk/index.php/jbr/about/submissions#copyrightNotice
1791	Manchester University Press	Ethnicity and Race in a Changing World	Policy	http://www.manchesteruniversitypress.co.uk/cgi-bin/scribe?showgroup=ig06
2939	Manchester University Press	Manchester Medical Journal	Policy	https://mmj.openlibrary.manchester.ac.uk/index.php/mmj/about/submissions#copyrightNotice
1794	Manchester University Press	Redescriptions	Policy	http://www.manchesteruniversitypress.co.uk/cgi-bin/scribe?showgroup=ig06
1228	Wildlife Society	Journal of Wildlife Management	Policy	http://joomla.wildlife.org/documents/JWMCopyrightForm.pdf
1389	Portland Press	Creative Commons Attribution	Policy	http://www.portlandpresspublishing.com/content/open-access-policy
2050	Wiley	12 months	Self-archiving	http://olabout.wiley.com/WileyCDA/Section/id-828039.html
2050	Wiley	12 months	Authors Compliance Tool	http://olabout.wiley.com/WileyCDA/Section/id-828038.html
2050	Wiley	12 months	Funder Policies	https://authorservices.wiley.com/author-resources/Journal-Authors/licensing-open-access/open-access/funder-agreements.html
2053	Wiley	12 months - No Online Open	Self-archiving	http://olabout.wiley.com/WileyCDA/Section/id-828039.html
2053	Wiley	12 months - No Online Open	Authors Compliance Tool	http://olabout.wiley.com/WileyCDA/Section/id-828038.html
2053	Wiley	12 months - No Online Open	Funder Policies	https://authorservices.wiley.com/author-resources/Journal-Authors/licensing-open-access/open-access/funder-agreements.html
2172	Wiley	18 months	Self-archiving	http://olabout.wiley.com/WileyCDA/Section/id-828039.html
2172	Wiley	18 months	Authors Compliance Tool	http://olabout.wiley.com/WileyCDA/Section/id-828038.html
2172	Wiley	18 months	Funder Policies	https://authorservices.wiley.com/author-resources/Journal-Authors/licensing-open-access/open-access/funder-agreements.html
2052	Wiley	24 months	Self-archiving	http://olabout.wiley.com/WileyCDA/Section/id-828039.html
2052	Wiley	24 months	Authors Compliance Tool	http://olabout.wiley.com/WileyCDA/Section/id-828038.html
2052	Wiley	24 months	Funder Policies	https://authorservices.wiley.com/author-resources/Journal-Authors/licensing-open-access/open-access/funder-agreements.html
2081	Wiley	24 months - No Online Open	Self-archiving	http://olabout.wiley.com/WileyCDA/Section/id-828039.html
2081	Wiley	24 months - No Online Open	Authors Compliance Tool	http://olabout.wiley.com/WileyCDA/Section/id-828038.html
2081	Wiley	24 months - No Online Open	Funder Policies	https://authorservices.wiley.com/author-resources/Journal-Authors/licensing-open-access/open-access/funder-agreements.html
2199	Wiley	6 months	Example Policy	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1442-9993/homepage/nscta.pdf
2198	Wiley	9 months	Example Policy	http://www.blackwellpublishing.com/pdf/JOLS_CAF.pdf
2963	Wiley	Biometrics	Example Policy	http://www.biometrics.tibs.org/guidelinesforposting.htm
2003	Wiley	FEBS Journal	Policy	http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291742-4658/homepage/ForAuthors.html
3094	Wiley	Human Resource Development Quarterly	Self-archiving	http://olabout.wiley.com/WileyCDA/Section/id-828039.html
3094	Wiley	Human Resource Development Quarterly	Funder Policies	http://olabout.wiley.com/WileyCDA/Section/id-406074.html
2197	Wiley	No embargo	Example Policy	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1083-6101/homepage/ForAuthors.html
1499	Wiley	No OnlineOpen	Self-archiving	http://olabout.wiley.com/WileyCDA/Section/id-820227.html
1499	Wiley	No OnlineOpen	Funder Policies	http://olabout.wiley.com/WileyCDA/Section/id-406074.html
2706	Wiley	Pre-print Only	Self-archiving	http://olabout.wiley.com/WileyCDA/Section/id-820227.html
2706	Wiley	Pre-print Only	Funder Policies	http://olabout.wiley.com/WileyCDA/Section/id-406074.html
2706	Wiley	Pre-print Only	Copyright Transfer Agreement	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0355/homepage/nscta.pdf
2180	Wiley	Pre-print only - No Online Open	Example Copyright Transfer Agreement	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6483/homepage/nscta.pdf
3088	Royal College of General Practitioners	BJGP Open	Policy	http://bjgpopen.org/authors/bjgp-open-editorial-process-and-policies
2978	Liverpool University Press	Modern Languages Open	Policy	http://modernlanguagesopen.org/about/submissions/
2708	Paternoster Periodicals	Science and Christian Belief	Policy	http://www.paternosterperiodicals.co.uk/faqs
1307	Royal Society, The	Open Access	Policy	https://royalsociety.org/journals/authors/open-access/
2773	Royal Society of Chemistry	Open Access	Policy	http://www.rsc.org/journals-books-databases/open-access/gold-open-access/#open-access
1581	SAGE Publications (UK and US)	12 month Embargo	Example Policy	https://mc.manuscriptcentral.com/societyimages/wes/WES_ExclusiveLicense.pdf
2886	SAGE Publications (UK and US)	24 months	Policy	https://us.sagepub.com/en-us/nam/politics/journal202481#OpenAccess
1402	SAGE Publications (UK and US)	Creative Commons Attribution	Example Policy	http://sgo.sagepub.com/site/misc/FAQs.xhtml#12
1402	SAGE Publications (UK and US)	Creative Commons Attribution	SAGE Open Engineering Agreement	http://mc.manuscriptcentral.com/societyimages/sageopenengineering/NewSageOpenEngineering.pdf
2931	SAGE Publications (UK and US)	Creative Commons Attribution Non-Commercial	SAGE and Open Access	https://uk.sagepub.com/en-gb/eur/the-green-route-%E2%80%93-open-access-archiving-policy
3177	SAGE Publications (UK and US)	No Pre-print	SAGE and Open Access	https://us.sagepub.com/en-us/nam/Open-access-at-sage
1626	SAGE Publications (UK and US)	No SAGE Choice	SAGE and Open Access	https://uk.sagepub.com/en-gb/eur/the-green-route-%E2%80%93-open-access-archiving-policy
1403	SAGE Publications (UK and US)	Open Access Titles	Example Policy	http://www.uk.sagepub.com/msg/smo.htm#JOURNALCONTRIBUTORSPUBLISHINGAGRE
2932	SAGE Publications (UK and US)	Orthopaedic Journal of Sports Medicine	SAGE and Open Access	https://uk.sagepub.com/en-gb/eur/the-green-route-%E2%80%93-open-access-archiving-policy
2933	SAGE Publications (UK and US)	Various Creative Commons	SAGE and Open Access	https://uk.sagepub.com/en-gb/eur/the-green-route-%E2%80%93-open-access-archiving-policy
1735	American Association of Physicists in Medicine	Medical Physics	Policy	http://www.medphys.org/documents/copyright.pdf
2302	British Institute of Radiology	BJR Case Reports	Policy	http://www.birpublications.org/page/oapolicy
2738	Athabasca University Press	International Review of Research in Open and Distributed Learning	Policy	http://www.irrodl.org/index.php/irrodl/about/submissions#copyrightNotice
1681	Universidad Nacional de Colombia	HiSTOReLo	Policy	http://revistas.unal.edu.co/index.php/historelo/about/submissions#copyrightNotice
2263	German Medical Science	Creative Commons Attribution Non-Commercial No Derivatives	Policy	http://www.egms.de/static/en/terms.htm#pub
2279	Future Science	Future Science OA	Policy	https://www.future-science.com/journals/fso/benefits
3069	Future Science	Newlands Press	Policy	http://www.future-science.com/page/authors.jsp
1782	Microbiology Society	IJSEM	Copyright Statement	http://ijs.sgmjournals.org/site/misc/ifora.xhtml#req-copyright
1782	Microbiology Society	IJSEM	Post-print policy	http://www.sgmjournals.org/authors/editorial-policies#post-print-policy
2441	Microbiology Society	Microbial Genomics	Pre-print Policy	http://www.sgmjournals.org/authors/editorial-policies#pre-print
2441	Microbiology Society	Microbial Genomics	Post-print policy	http://www.sgmjournals.org/authors/editorial-policies#post-print-policy
2717	New Prairie Press	Baltic International Yearbook of Cognition, Logic and Communication	Policy	http://newprairiepress.org/biyclc/policies.html#copyright
2715	New Prairie Press	Creative Commons Attribution	Example Policy	http://newprairiepress.org/crossingborders/policies.html#oa
2716	New Prairie Press	Creative Commons Attribution No Derivatives	Policy	http://newprairiepress.org/pjer/policies.html#rights
2718	New Prairie Press	Creative Commons Attribution Non-Commercial	Policy	http://newprairiepress.org/jft/policies.html#copyright
2719	New Prairie Press	Creative Commons Attribution Share Alike	Policy	http://newprairiepress.org/gdr/policies.html#policy
1938	University of Southern California, Annenberg School for Communication & Journalism	Information Technologies and International Development	Policy	http://itidjournal.org/index.php/itid/about/submissions#copyrightNotice
2765	Springer Verlag (Germany)	Computer Proceedings	Policy	http://www.springer.com/gp/computer-science/lncs/editor-guidelines-for-springer-proceedings
3076	Springer Verlag (Germany)	Conference Proceedings	Example Policy	http://www.springer.com/cda/content/document/cda_downloaddocument/Consent+to+Publish.pdf?SGWID=0-0-45-1599590-p179872871
2971	Springer Verlag (Germany)	Osteoporosis International	Self-archiving policy	http://www.springer.com/gp/open-access/authors-rights/self-archiving-policy/2124
2971	Springer Verlag (Germany)	Osteoporosis International	Authors Rights	http://www.springer.com/gp/open-access/authors-rights
2971	Springer Verlag (Germany)	Osteoporosis International	Funder Compliance	http://www.springer.com/gp/open-access/authors-rights/funder-compliance/6332
2119	Springer Verlag (Germany)	SCOAP3	JHEP	http://jhep.sissa.it/jhep/help/helpLoader.jsp?pgType=author#copyright
2119	Springer Verlag (Germany)	SCOAP3	EPJ C	http://epjc.epj.org/epjc-copyright-form
1142	Taylor & Francis	SSH Journals	Policy	http://authorservices.taylorandfrancis.com/sharing-your-work/
1141	Taylor & Francis	STM, Behavioural Science and Public Health Titles	Policy	http://authorservices.taylorandfrancis.com/sharing-your-work/
1605	Taylor & Francis	STM, Behavioural Science and Public Health Titles - No Open Select	Policy	http://authorservices.taylorandfrancis.com/sharing-your-work/
1720	Cognizant Communication Corporation	Creative Commons Attribution Non-Commercial	Policy	https://www.cognizantcommunication.com/general-subscription-policies/open-access-policy
1391	Hemeroteca Científica Catalana	Catalan Historical Review	Policy	http://revistes.iec.cat/index.php/CHR/about/submissions#copyrightNotice
1392	Hemeroteca Científica Catalana	International Microbiology	Policy	http://revistes.iec.cat/index.php/IM/about/submissions#copyrightNotice
1393	Hemeroteca Científica Catalana	Other CC-BY-NC-ND	Example Copyright statement	http://revistes.iec.cat/index.php/TSCG/about/submissions#copyrightNotice
1394	Harvard University, Harvard Law School	Harvard Law Record	Policy	http://hlrecord.org/?page_id=573
2340	University of Chicago Press	No Paid Open Access	Open Access at Chicago	http://www.press.uchicago.edu/infoServices/open.html
2340	University of Chicago Press	No Paid Open Access	University of Chicago Press Guidelines;for Journal Authors Rights	http://www.press.uchicago.edu/journals/jrnl_rights.html
1126	University of Chicago Press	Publications of the Astronomical Society of the Pacific	Policy	http://press.uchicago.edu/journals/jrnl_rights.html
1554	Wiley-VCH Verlag	No OnlineOpen	Author guidelines	http://www.wiley-vch.de/publish/en/authors/auguidelines/
1554	Wiley-VCH Verlag	No OnlineOpen	conditions of publication	http://media.wiley.com/assets/1540/98/ctavchglobal.pdf
1554	Wiley-VCH Verlag	No OnlineOpen	Funder Agreements	https://authorservices.wiley.com/author-resources/Journal-Authors/licensing-open-access/open-access/funder-agreements.html
1383	AIP Publishing	Open Access Journals	Example Policy	http://scitation.aip.org/content/aip/journal/adva/info/about
2885	Purdue University Press	Journal of Aviation Technology and Engineering	Example Policy	http://docs.lib.purdue.edu/jate/policies.html#rights
2884	Purdue University Press	Not Open Access	Example Policy	http://docs.lib.purdue.edu/shofar/policies.html
1547	Institute of Mathematical Statistics (IMS)	OAJ	Example Policy	http://ecp.ejpecp.org/about/submissions#copyrightNotice
2916	American Society of Hematology	Blood Advances	Policy	http://www.bloodadvances.org/page/authors/copyright-information
1131	American Medical Association (AMA)	JAMA	Policy	http://jamanetwork.com/journals/jama/pages/instructions-for-authors#SecDepositingResearchArticlesinApprovedPublicRepositories
3133	Universidade do Porto, Faculdade de Letras	Pre-print only	Example Instructions to authors	http://ojs.letras.up.pt/index.php/RL/about/submissions#copyrightNotice;
1348	Universidade de Brasília	Attribution Non-Commercial	Policy	http://seer.bce.unb.br/index.php/estado/about/submissions#copyrightNotice
1349	Universidade de Brasília	Attribution Non-Commercial No-Derivatives	Policy	http://seer.bce.unb.br/index.php/les/about/submissions#copyrightNotice
1350	Universidade de Brasília	Attribution Non-Commercial Share-Alike	Policy	http://seer.bce.unb.br/index.php/polemos/about/submissions#copyrightNotice
2726	NRC Research Press (Canadian Science Publishing)	Open Access Journals	Policy	http://www.nrcresearchpress.com/page/as/authors#Copyright
3113	Oekom Verlag	TATuP	Policy	http://www.tatup.de/?journal=tatup&page=openAccess
2709	Ecological Society of America	Ecosphere	Policy	http://esapubs.org/esapubs/permissionsEsp.htm
3111	Ecological Society of America	No Paid OA	Policy	http://esajournals.onlinelibrary.wiley.com/hub/journal/10.1002/(ISSN)1939-9170/resources/author-guidelines-ecy.html#Copyright_and_Embargo
3152	JD Sauerlaender's Verlag	Rheinisches Museum für Philologie	Policy	http://rhm.phil-fak.uni-koeln.de/35851.html?&L=1
1347	Universidad de Murcia	Glosas Didácticas	Policy	http://www.um.es/glosasdidacticas/
1465	Johns Hopkins University Press	American Journal of Mathematics	Policy	http://www.press.jhu.edu/journals/american_journal_of_mathematics/guidelines.html
1464	Johns Hopkins University Press	Bulletin of the History of Medicine	Policy	http://mc.manuscriptcentral.com/societyimages/bhm/Publishing%20Agreement.pdf
2304	Johns Hopkins University Press	Literature and Medicine	Policy	https://www.press.jhu.edu/journals/author-resources/open-access
1947	University of Pittsburgh, University Library System	3 year embargo	Carl Beck Copyright	http://carlbeckpapers.pitt.edu/ojs/index.php/cbp/about/submissions#copyrightNotice
1947	University of Pittsburgh, University Library System	3 year embargo	Revista Iberoamericana Copyright	http://revista-iberoamericana.pitt.edu/ojs/index.php/Iberoamericana/about/submissions#copyrightNotice
1850	University of Pittsburgh, University Library System	Creative Commons Attribution Non-Commercial No Derivatives	Example Policy	http://jffp.pitt.edu/ojs/index.php/jffp/about/submissions#copyrightNotice
2093	Armand Colin	3 year embargo	Policy	http://www.armand-colin.com/revue/31/2/annales-historiques-de-la-revolution-francaise.php
2094	Armand Colin	4 year embargo	Policy	http://www.armand-colin.com/revue/27/2/annales-histoire-sciences-sociales.php
2092	Armand Colin	Pre-print embargo	Example Policy	http://www.armand-colin.com/revue/14/2/revue-d-histoire-des-sciences.php
1399	Septentrio Academic Publishing	Nordlit	Policy	http://septentrio.uit.no/index.php/nordlit/about/submissions#copyrightNotice
1398	Septentrio Academic Publishing	PDF Allowed	Policy	http://septentrio.uit.no/index.php/helseforsk/about/submissions#copyrightNotice
1876	Aalborg Universitetsforlag		Example Policy	http://journals.aau.dk/index.php/CP/about/submissions#copyrightNotice
1940	Aarhus Universitet, Institut For Kultur og Samfund, Afdeling for Religionsvidenskab		Policy	http://ojs.statsbiblioteket.dk/index.php/rvt/about/submissions#copyrightNotice
2677	Academia de Stiinte a Moldovei, Institutul de Chimie	Academy of Sciences of Moldova, Institute of Chemistry	Policy	http://www.cjm.asm.md/author_instructions
232	Academia Sinica, Institute of Statistical Science		Policy	http://www3.stat.sinica.edu.tw/statistica/author_instru.html
692	Academic and Business Research Institute		Policy	http://www.aabri.com/copyright.html
1943	Academic Association of Pharmacuetical Sciences from Antofagasta	ASOCIFA	Policy	http://jppres.com/jppres/about/
587	Academic Conferences and Publishing International	ACPI	Example Policy	http://www.ejise.com/submission.html
213	Academic Journals		Policy	http://www.academicjournals.org/creative_commons
943	Academic Journals, New York		Policy	http://academicjournalsinc.com/forauthors.php
1821	Academic Research Group		Policy	http://www.journalyoungmed.com/instructions.htm
2522	Academic Research Publishing Group		Policy	http://arpgweb.com/index.php?ic=contents&id=11
3150	Academician V.I.Shumakov National Medical Research Center of Transplantology and Artificial Organs		Policy	http://journal.transpl.ru/vtio/about/submissions#copyrightNotice
2332	Academicus		Policy	http://www.academicus.edu.al/?subpage=regulations
2404	Academy for Environment and Life Sciences		Policy	http://aelsindia.com/author.htm
2	Academy of Management		Policy	http://aom.org/Publications/AOM-Open-Access.aspx
539	Academy of Science of South Africa	ASSAf	Example Policy	http://www.sajs.co.za/sites/default/files/Guidelines%20for%20Authors_Feb2016.pdf
2381	Academy of Sciences of Higher Education of Ukraine, Section of Power Industry and Resources Conservation		Policy	http://eee.khp.edu.ua/about/submissions/
3022	Acarologia		Policy	http://www1.montpellier.inra.fr/CBGP/acarologia/instructions.php
2364	Accademia Peloritana dei Pericolanti		Policy	http://cab.unime.it/journals/index.php/AAPP/about/submissions#copyrightNotice
1669	Accademia University Press		Policy	http://www.aaccademia.it/openaccess
2206	ACCENTS		Policy	http://accentsjournals.org/accessPolicy.php?journalsId=
126	Acoustical Society of America		Example Agreement	http://asa.scitation.org/pb-assets/files/publications/jas/jascpyrt.pdf
126	Acoustical Society of America		Web Posting Guidelines	http://acousticalsociety.org/web-posting-guidelines/
1936	Acta Advances in Agricultural Sciences		Policy	http://www.aaasjournal.com/index.php/instructions-authors
1066	Acta Didactica Norge		Policy	http://adno.no/index.php/adno/about/submissions#copyrightNotice
795	Actuarial Profession, The		Policy	http://www.actuaries.org.uk/research-and-resources/documents/aas-guidelines-authors
1042	Actuarial Society of South Africa		Policy	http://www.actuarialsociety.org.za/News-and-Publications/Publications/South-African-Actuarial-Journal-671.aspx
3039	Adam Mickiewicz University, Faculty of Pedagogy and Fine Arts, Department of English Studies		Policy	http://pressto.amu.edu.pl/index.php/ssllt/about/submissions#copyrightNotice
2298	Addleton Academic Publishers		Policy	https://addletonacademicpublishers.com/images/Long-term_archiving_policy.pdf
758	Adenine Press		Policy	http://www.jbsdonline.com/instructions-c4292.html
114	Adis		Self-archiving policy	http://www.springer.com/gp/open-access/authors-rights/self-archiving-policy/2124
114	Adis		Authors Rights	http://www.springer.com/gp/open-access/authors-rights
114	Adis		Funder Compliance	http://www.springer.com/gp/open-access/authors-rights/funder-compliance/6332
1060	Advanstar Communications		Example Policy	http://veterinarybusiness.dvm360.com/vetec/data/articlestandard//vetec/232009/601789/article.pdf
755	Aerospace Medical Association	AsMA	Policy	https://www.editorialmanager.com/asem/
727	African Criminology and Justice Association	US	Policy	http://www.umes.edu/ajcjs/index.cfm?id=155
1844	African Minds		Policy	http://www.jsaa.ac.za/index.php/JSAA/about/submissions#copyrightNotice
2945	Agenzia delle Entrate		Policy	http://www.agenziaentrate.gov.it/wps/content/Nsilib/Nsi/Agenzia/Agenzia+comunica/Prodotti+editoriali/Pubblicazioni+cartografia_catasto_mercato_immobiliare/Territorio_Italia
730	Agricultural History Society		Policy	http://www.aghistorysociety.org/journal/policy/
789	Agricultural Institute of Canada		Policy	http://www.aic.ca/journals/instructions.cfm
3009	AI Access Foundation		Policy	http://www.jair.org/copyright.pdf
2782	AIMS Press		Policy	http://www.aimspress.com/about.html
7	AIP Publishing		Web posting Guidelines	http://publishing.aip.org/authors/web-posting-guidelines
7	AIP Publishing		Copyright and Permission to Reuse AIP Material FAQ	http://publishing.aip.org/authors/copyright-reuse
984	Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie	AGH University of Science and Technology	Policy	http://www.csci.agh.edu.pl/
365	Akadémiai Kiadó		Policy	http://akkrt.hu/208/journals/for_authors/copyright_and_archiving/
231	Akademie věd České republiky, Národohospodářský ústav		Policy	http://www.cerge-ei.cz/publications/research-main
926	Akademie Verlag		Repository Policy	http://www.degruyter.com/dg/page/576/repository-policy
926	Akademie Verlag		Copyright Agreement	http://www.degruyter.com/dg/page/308/copyright-agreement
827	Akademika Forlag		Example Policy	http://fagbokforlaget.no/?artikkelid=993
1684	Akdeniz Üniversitesi, Turizm Fakültesi		Policy	http://ahtrjournal.org/images/copyright_contract.doc
2039	AkiNik Publications		Policy	http://www.entomoljournal.com/oa.html
1454	AKROASIS		Policy	http://www.socioeconomica.net/Services.html
699	Ala	Schweizerische Gesellschaft fuer Vogelkunde und Vogelschutz	Policy	http://www.ala-schweiz.ch/images/stories/pdf/OrnBeobWegleitung.PDF
1361	Alcohol Research Documentation		Policy	http://www.jsad.com/page/nihpolicy
759	Alliance for Strong Families and Communities		Policy	http://alliance1.org/
2448	Alliance of Digital Humanities Organizations		Policy	http://www.digitalhumanities.org/dhq/submissions/publication_terms.html
2234	Alma Mater Studiorum - Università di Bologna	University of Bologna	Example Policy	http://psicoart.unibo.it/about/submissions#copyrightNotice
235	AlphaMed Press		Policy	http://www.stemcellsportal.com/STEM_CELLS_Info_for_Contributors#_Toc372810980
2310	ALTEX Edition		Policy	http://www.altex.ch/About-ALTEX.36.html
1857	Alue- ja ympäristötutkimuksen seura		Policy	http://www.ays.fi/aluejaymparisto/ohjeet.php
398	American Academy of Family Physicians	AAFP	Policy	http://www.aafp.org/journals/afp/permissions/copyright.html
317	American Academy of Implant Dentistry		Policy	http://www.joionline.org/page/permissions
287	American Academy of Neurology	AAN	Policy	http://www.neurology.org/open-access/neuro
760	American Academy of Pediatric Dentistry		Example - Instructions for Authors	http://www.aapd.org/assets/1/7/PDInstructions.pdf
293	American Academy of Pediatrics		Policy	http://www.aappublications.org/content/pediatrics-open-access
497	American Academy of Sleep Medicine		Open Access Policy	http://jcsm.aasm.org/openaccess.aspx
497	American Academy of Sleep Medicine		Sl;f-archiving Policy	http://jcsm.aasm.org/selfarchivingpolicy.aspx
110	American Anthropological Association		Policy	https://mc.manuscriptcentral.com/societyimages/aman/AA%20Author%20Agreement%20May%202013.pdf
2228	American Anthropological Association, Society for Cultural Anthropology		Policy	http://www.culanth.org/pages/about-the-journal#copying-and-advertising
989	American Arachnological Society		Policy	http://www.americanarachnology.org/JOA_authors.html
204	American Association for Cancer Research		Pre-print policy	http://aacrjournals.org/content/authors/editorial-policies#online
204	American Association for Cancer Research		Copyright, Permissions and Access	http://aacrjournals.org/content/authors/copyright-permissions-and-access
318	American Association for Clinical Chemistry		Policy	http://www.clinchem.org/site/info_ar/info_authors.xhtml#NIH
3	American Association for the Advancement of Science		License Agreement	http://www.sciencemag.org/site/feature/contribinfo/prep/lic_info.pdf
3	American Association for the Advancement of Science		PMC policy	http://www.sciencemag.org/site/help/authors/pmc.xhtml
3	American Association for the Advancement of Science		Pre-print comment	http://www.sciencemag.org/site/feature/contribinfo/faq/index.xhtml#prioronline_faq
3	American Association for the Advancement of Science		General Information for Authors	http://www.sciencemag.org/site/feature/contribinfo/prep/gen_info.xhtml
663	American Association of Critical Care Nurses		AACN Advanced Critical Care Instructions for Authors	http://acc.aacnjournals.org/site/misc/ifora.xhtml
214	American Association of Immunologists		Copyright Transfer	http://www.jimmunol.org/info/authors#CopyrightTransfer
214	American Association of Immunologists		Funding Body Public Access Policy:: FAQ	http://www.jimmunol.org/info/PublicAccessFAQ
214	American Association of Immunologists		Prior Publication	http://www.jimmunol.org/info/journalpolicies#PriorPublication
324	American Association of Neurological Surgeons		Policy	http://thejns.org/page/authorInfo
634	American Association of Petroleum Geologists		Policy	http://www.aapg.org/publications/journals/bulletin/open-access
313	American Association of Pharmaceutical Scientists		NIH Policy	http://www.aapsj.org/about/nih.asp
669	American Association of Physicists in Medicine		Policy	http://www.jacmp.org/index.php/jacmp/about/submissions#copyrightNotice
311	American Association of Physics Teachers		Policy	http://ajp.aapt.org/authors/web_posting_guides
527	American Association on Intellectual and Developmental Disabilities	AAIDD	Policy	http://aaiddjournals.org/page/authors/idd
129	American Astronomical Society		Policy	http://aas.org/copyrightPolicy
761	American Bryological and Lichenological Society		Policy	http://www.abls.org/bryologist.html
4	American Chemical Society		Copyright form	http://pubs.acs.org/page/copyright/index.html
4	American Chemical Society		ACS Journal Publishing Agreement	http://pubs.acs.org/page/4authors/jpa/index.html
4	American Chemical Society		NIH Policy	http://pubs.acs.org/page/policy/nih/index.html
4	American Chemical Society		User Guide	http://pubs.acs.org/userimages/ContentEditor/1285231362937/jpa_user_guide.pdf
602	American Chemical Society, Division of Chemical Education		Policy	http://pubs.acs.org/paragonplus/submission/jceda8/jceda8_authguide.pdf
2777	American Cleft Palate-Craniofacial Association		Policy	http://www.cpcjournal.org/page/author_instructions
392	American College of Chest Physicians	ACCP	Policy	http://chestjournal.chestpubs.org/site/misc/ifora.xhtml
461	American College of Physicians		PubMed Central Policy	http://www.annals.org/site/misc/ifora.xhtml#nih-funded-articles
245	American College of Sports Medicine	ACSM	Policy	http://edmgr.ovid.com/msse/accounts/copyrightTransfer.pdf
639	American College of Veterinary Pathologists		Policy	http://vetpathol.allentrack.net/html/VETP-Copyright-Transfer-Agreement.pdf
428	American Concrete Institute		Policy	http://www.concrete.org/Portals/0/Files/PDF/copyright_transfer_form.pdf
217	American Dairy Science Association		Policy	http://www.journalofdairyscience.org/content/inst-auth
263	American Dental Association		Policy	http://www.ada.org/995.aspx
718	American Dental Education Association		Policy	http://www.jdentaled.org/site/misc/Reprint_policy.xhtml
177	American Diabetes Association		Policy	http://www.diabetesjournals.org/content/journal-policies#copyright
5	American Economic Association		Policy	https://www.aeaweb.org/journals/policies/copyright
1922	American Educational Research Association, SIG-Service-Learning and Experiential Education		Policy	http://journals.sfu.ca/ijrslte/index.php/IJRSLTE/about/submissions#copyrightNotice
1145	American Folklore Society		Policy	http://www.press.uillinois.edu/journals/jaf/jafdeposit.html
764	American Foundation for the Blind		Policy	http://www.afb.org/section.aspx?FolderID=4&SectionID=54&DocumentID=2356
301	American Geographical Society		Policy	http://www.amergeog.org/gr/authors.html
6	American Geophysical Union	AGU	Copyright Form	http://publications.agu.org/files/2013/03/AGU-standard-copyright-form.pdf
